"B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M","GEO_ID","NAME"
"1746","444","1089","310","74","83","133","87","38","44","20","33","14","22","0","12","0","12","0","12","88","56","175","100","23","34","46","44","16","26","56","52","224","186","37","41","48","44","0","12","52","47","0","12","17","28","28","42","0","12","657","175","84","56","20","32","30","39","16","25","10","17","5","9","0","12","0","12","66","47","57","56","55","50","25","28","28","28","63","51","110","87","0","12","33","34","11","18","15","23","29","33","0","12","0","12","0","12","1500000US150010210035","Block Group 5, Census Tract 210.03, Hawaii County, Hawaii"
"1571","638","671","310","112","107","159","144","32","47","20","33","22","36","0","12","0","12","0","12","27","44","15","25","64","73","54","60","16","27","31","37","24","35","0","12","27","42","0","12","0","12","37","41","0","12","31","49","0","12","900","374","183","174","62","69","68","67","55","61","0","12","0","12","0","12","50","59","31","49","123","93","0","12","77","78","27","43","14","23","25","35","26","40","28","44","43","48","0","12","22","36","33","51","0","12","33","52","1500000US150010210111","Block Group 1, Census Tract 210.11, Hawaii County, Hawaii"
"1447","530","747","266","29","45","57","63","0","12","0","12","0","12","0","12","0","12","113","136","0","12","67","72","32","52","28","40","28","42","13","20","71","97","0","12","69","62","25","41","26","29","91","71","50","77","48","54","0","12","700","311","24","39","0","12","30","45","0","12","36","59","0","12","37","60","0","12","60","70","45","72","0","12","0","12","60","63","0","12","74","57","79","70","40","46","0","12","24","39","61","59","78","92","30","47","22","36","1500000US150010210112","Block Group 2, Census Tract 210.11, Hawaii County, Hawaii"
"1323","581","672","290","90","149","46","43","33","38","0","12","24","38","0","12","21","34","16","25","44","62","27","46","89","76","14","23","77","94","27","42","22","31","13","21","29","34","38","44","7","13","0","12","25","40","30","47","0","12","651","348","129","111","52","70","31","49","39","43","53","68","0","12","6","10","0","12","42","59","13","22","56","65","16","26","18","29","91","71","20","28","0","12","0","12","43","55","14","21","0","12","0","12","28","44","0","12","1500000US150010210113","Block Group 3, Census Tract 210.11, Hawaii County, Hawaii"
"1073","305","559","180","4","6","32","50","41","30","69","57","3","5","11","13","0","12","18","31","61","49","22","28","13","12","50","51","24","22","47","29","17","14","11","18","36","23","17","17","34","25","18","12","10","11","7","8","14","12","514","161","5","6","24","33","38","30","23","23","43","39","0","12","0","12","10","10","37","27","43","50","25","16","18","13","28","30","32","27","25","19","13","18","20","19","5","7","12","10","13","12","45","54","13","10","42","30","1500000US150010210131","Block Group 1, Census Tract 210.13, Hawaii County, Hawaii"
"1489","424","743","222","0","12","70","87","12","18","11","19","20","28","0","12","47","75","10","18","21","24","21","24","18","28","26","24","146","88","68","40","30","48","31","29","74","66","34","46","49","35","16","18","30","29","9","15","0","12","746","250","23","23","6","11","79","71","141","112","9","17","0","12","0","12","0","12","31","25","12","19","26","31","37","58","68","58","48","33","74","71","50","55","36","25","11","17","42","39","32","27","6","9","8","13","7","12","1500000US150010210132","Block Group 2, Census Tract 210.13, Hawaii County, Hawaii"
"2962","645","1370","334","57","50","133","84","25","25","70","37","33","35","21","34","17","29","34","31","30","22","131","71","31","22","81","51","121","90","47","34","60","35","38","25","93","59","40","31","30","33","140","90","35","44","83","76","20","17","1592","353","50","33","74","43","92","61","81","74","17","29","5","7","15","25","19","25","34","40","117","67","80","48","40","28","122","71","122","83","106","65","78","42","74","43","59","45","193","141","51","27","54","49","51","51","58","55","1500000US150010210133","Block Group 3, Census Tract 210.13, Hawaii County, Hawaii"
"948","443","505","214","27","43","0","12","0","12","0","12","70","79","0","12","0","12","0","12","0","12","0","12","24","40","0","12","36","58","31","49","49","81","74","87","0","12","0","12","46","40","31","48","70","85","0","12","47","76","443","254","0","12","0","12","64","107","25","42","0","12","0","12","0","12","0","12","0","12","0","12","75","117","26","42","0","12","0","12","70","84","0","12","45","71","26","41","22","37","40","64","0","12","50","83","0","12","1500000US150010210141","Block Group 1, Census Tract 210.14, Hawaii County, Hawaii"
"2679","1009","1183","429","116","136","0","12","0","12","33","54","149","82","0","12","0","12","0","12","164","209","130","145","135","164","47","76","48","57","107","42","95","80","0","12","76","89","0","12","83","99","0","12","0","12","0","12","0","12","1496","654","299","251","92","113","91","107","0","12","0","12","0","12","0","12","179","193","269","262","67","108","51","80","28","45","146","87","57","89","40","63","47","73","41","63","0","12","89","80","0","12","0","12","0","12","0","12","1500000US150010210142","Block Group 2, Census Tract 210.14, Hawaii County, Hawaii"
"2674","970","1350","476","0","12","101","115","109","116","68","83","0","12","0","12","0","12","0","12","71","84","95","110","210","195","49","75","74","86","113","121","46","72","96","107","76","89","0","12","135","77","0","12","0","12","0","12","107","118","1324","579","73","87","139","126","82","92","0","12","0","12","67","105","0","12","0","12","24","40","185","145","0","12","147","147","0","12","59","92","45","71","63","68","91","102","41","64","115","89","53","81","105","113","35","56","0","12","1500000US150010210143","Block Group 3, Census Tract 210.14, Hawaii County, Hawaii"
"2632","768","1252","404","48","75","83","85","207","173","16","24","0","12","61","84","0","12","58","93","92","100","0","12","47","75","0","12","136","95","166","115","106","116","42","64","64","75","21","35","20","32","40","64","45","69","0","12","0","12","1380","496","39","62","109","121","102","104","103","112","0","12","26","35","0","12","77","106","37","58","0","12","172","157","86","96","59","90","195","168","155","150","103","85","44","69","0","12","22","33","0","12","51","83","0","12","0","12","1500000US150010210151","Block Group 1, Census Tract 210.15, Hawaii County, Hawaii"
"1636","536","719","293","0","12","96","108","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","38","51","56","0","12","79","87","0","12","157","153","109","187","92","113","112","188","0","12","0","12","917","391","0","12","0","12","56","62","0","12","0","12","0","12","47","77","54","86","83","90","0","12","0","12","67","73","53","82","75","87","40","63","0","12","217","170","0","12","39","60","105","177","0","12","0","12","81","126","1500000US150010210152","Block Group 2, Census Tract 210.15, Hawaii County, Hawaii"
"1848","516","994","304","29","37","20","30","44","49","60","55","44","48","20","30","0","12","61","41","40","60","63","57","54","81","22","34","55","48","29","31","51","46","35","39","97","64","64","51","62","53","117","92","0","12","0","12","27","43","854","248","0","12","22","31","66","48","20","30","26","42","22","37","0","12","86","68","100","91","23","36","21","33","43","46","39","40","58","60","65","54","18","25","73","60","33","36","45","44","44","38","0","12","30","45","20","31","1500000US150010210161","Block Group 1, Census Tract 210.16, Hawaii County, Hawaii"
"1900","470","868","233","35","34","0","12","24","40","13","19","31","35","17","28","11","17","40","39","0","12","27","29","80","57","49","47","82","55","58","51","57","40","51","62","91","83","26","26","99","71","18","18","59","48","0","12","0","12","1032","271","41","39","29","29","45","40","34","40","32","35","30","39","27","29","39","34","48","54","72","49","101","71","17","21","7","12","101","57","55","41","10","18","83","64","87","103","72","42","57","45","27","31","11","19","7","12","1500000US150010210162","Block Group 2, Census Tract 210.16, Hawaii County, Hawaii"
"759","385","383","174","0","12","69","104","0","12","22","38","0","12","0","12","0","12","0","12","22","31","39","43","0","12","29","48","0","12","19","31","38","43","17","25","39","46","0","12","27","29","62","42","0","12","0","12","0","12","376","227","0","12","89","142","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","36","0","12","70","78","0","12","22","35","96","67","0","12","9","14","67","48","0","12","0","12","0","12","0","12","0","12","1500000US150010210163","Block Group 3, Census Tract 210.16, Hawaii County, Hawaii"
"700","192","309","99","4","8","31","33","5","9","15","11","0","12","0","12","0","12","0","12","6","11","20","20","17","17","14","18","24","16","11","14","27","19","19","20","67","76","0","12","31","19","4","7","8","12","6","10","0","12","391","128","21","15","5","9","28","25","4","9","14","14","0","12","0","12","0","12","0","12","13","16","68","57","42","24","0","12","15","14","50","38","50","47","56","62","17","16","3","7","5","8","0","12","0","12","0","12","1500000US150010210171","Block Group 1, Census Tract 210.17, Hawaii County, Hawaii"
"627","201","302","94","23","19","25","21","5","8","0","12","0","12","0","12","0","12","3","6","23","19","13","14","17","15","15","15","14","16","17","14","21","20","28","22","14","11","3","5","12","12","62","60","7","12","0","12","0","12","325","121","10","15","6","7","19","26","11","16","3","6","0","12","6","8","0","12","11","11","11","16","31","21","54","76","24","22","14","13","12","14","13","22","48","44","6","9","4","7","20","18","3","6","19","30","0","12","1500000US150010210172","Block Group 2, Census Tract 210.17, Hawaii County, Hawaii"
"2437","590","1283","374","48","74","110","119","44","65","0","12","0","12","43","67","0","12","83","120","112","122","59","86","94","104","0","12","21","31","0","12","92","97","41","64","39","61","194","146","0","12","23","29","197","174","83","88","0","12","1154","303","19","31","58","85","104","111","0","12","0","12","5","9","0","12","21","37","47","70","0","12","45","70","13","20","0","12","286","142","154","142","116","81","38","60","0","12","84","78","164","125","0","12","0","12","0","12","1500000US150010210173","Block Group 3, Census Tract 210.17, Hawaii County, Hawaii"
"429","232","230","124","0","12","27","43","9","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","53","43","51","0","12","45","51","0","12","0","12","10","14","0","12","0","12","51","49","0","12","10","14","0","12","199","139","0","12","33","53","0","12","22","33","23","37","0","12","0","12","0","12","0","12","0","12","0","12","30","34","17","28","0","12","9","13","9","13","0","12","39","45","0","12","17","17","0","12","0","12","0","12","1500000US150010211011","Block Group 1, Census Tract 211.01, Hawaii County, Hawaii"
"2254","359","1364","226","167","51","103","37","22","28","26","29","9","13","22","22","29","27","79","40","78","49","30","45","99","67","56","38","81","53","105","50","121","88","22","13","65","24","36","21","100","42","48","25","34","24","14","12","18","19","890","181","42","33","0","12","77","65","31","44","1","2","17","22","0","12","32","9","20","19","32","29","36","24","38","20","118","58","34","22","64","29","49","31","28","24","33","16","77","47","77","28","25","20","22","18","37","23","1500000US150010211012","Block Group 2, Census Tract 211.01, Hawaii County, Hawaii"
"645","200","422","166","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","48","62","15","23","94","75","0","12","19","18","82","73","37","33","0","12","34","41","70","86","23","26","0","12","0","12","223","63","0","12","0","12","0","12","13","18","0","12","0","12","0","12","0","12","0","12","14","22","0","12","0","12","0","12","30","28","39","30","26","40","42","24","26","21","20","25","13","21","0","12","0","12","0","12","1500000US150010211013","Block Group 3, Census Tract 211.01, Hawaii County, Hawaii"
"1347","405","775","238","33","36","42","48","24","26","15","18","11","19","21","34","51","66","0","12","14","21","26","33","11","19","20","24","14","19","44","50","60","55","160","117","35","37","42","51","38","39","83","92","25","32","6","9","0","12","572","211","0","12","0","12","6","11","47","59","35","53","17","22","11","17","23","39","0","12","39","42","77","67","61","84","49","51","42","39","14","17","41","5","24","35","11","10","0","12","28","30","33","53","0","12","14","23","1500000US150010211071","Block Group 1, Census Tract 211.07, Hawaii County, Hawaii"
"2315","814","1120","412","29","46","86","109","70","82","154","166","0","12","0","12","0","12","0","12","70","109","97","99","40","45","33","52","107","104","87","82","61","72","47","56","15","25","0","12","115","116","84","86","25","29","0","12","0","12","1195","432","89","87","0","12","63","95","0","12","79","103","0","12","0","12","21","34","157","136","16","24","102","88","60","93","100","111","120","95","59","74","15","24","15","24","15","23","157","133","110","121","17","26","0","12","0","12","1500000US150010211081","Block Group 1, Census Tract 211.08, Hawaii County, Hawaii"
"2629","653","1461","383","67","71","75","55","177","157","53","79","0","12","0","12","45","48","52","44","3","5","91","109","76","91","95","66","21","27","201","142","140","93","32","35","18","24","0","12","132","88","52","46","3","5","0","12","128","109","1168","351","67","84","45","40","42","41","32","36","33","51","47","42","0","12","38","34","39","42","68","66","130","94","104","93","90","69","15","24","69","53","81","97","43","43","23","37","21","24","160","116","19","27","0","12","2","4","1500000US150010211082","Block Group 2, Census Tract 211.08, Hawaii County, Hawaii"
"1457","390","778","205","74","55","53","45","0","12","3","5","2","7","0","12","4","7","20","27","92","58","12","20","75","74","53","43","11","13","34","25","59","51","53","40","86","79","39","35","45","32","37","29","22","19","4","6","0","12","679","224","27","35","38","31","38","41","19","25","23","37","12","19","20","25","7","11","34","29","67","50","42","35","32","31","22","23","27","30","97","77","26","27","27","28","42","34","13","12","28","20","31","34","6","11","1","4","1500000US150010211083","Block Group 3, Census Tract 211.08, Hawaii County, Hawaii"
"2254","822","915","344","91","58","65","59","15","24","25","33","14","22","0","12","16","27","64","75","114","87","79","62","43","44","20","31","64","50","49","51","35","28","18","22","25","30","50","53","26","23","23","27","51","69","11","17","17","21","1339","540","297","248","45","37","40","37","57","87","23","29","0","12","3","7","189","161","93","63","8","14","38","45","65","56","81","55","0","12","68","62","12","19","32","30","29","28","18","23","80","48","10","17","122","116","29","28","1500000US150010212031","Block Group 1, Census Tract 212.03, Hawaii County, Hawaii"
